,Date,Score Type,Visitor Team,VisitorPts,Home Team,HomePts,OT?,Notes
662,8:00 PM,Box Score,Los Angeles Clippers,114,Milwaukee Bucks,86,,
663,8:00 PM,Box Score,Atlanta Hawks,109,Oklahoma City Thunder,111,,
664,7:00 PM,Box Score,Phoenix Suns,124,Philadelphia 76ers,113,,
665,9:00 PM,Box Score,Sacramento Kings,99,Utah Jazz,106,,
666,7:00 PM,Box Score,New Orleans Pelicans,100,Cleveland Cavaliers,89,,
667,7:30 PM,Box Score,Orlando Magic,87,Detroit Pistons,103,,
668,10:30 PM,Box Score,Washington Wizards,88,Golden State Warriors,85,,
669,8:00 PM,Box Score,San Antonio Spurs,90,Houston Rockets,97,,
670,10:30 PM,Box Score,Indiana Pacers,104,Los Angeles Lakers,92,,
671,7:30 PM,Box Score,Boston Celtics,88,New York Knicks,114,,
672,10:00 PM,Box Score,Memphis Grizzlies,98,Portland Trail Blazers,81,,
673,7:30 PM,Box Score,Philadelphia 76ers,95,Boston Celtics,94,,
674,8:30 PM,Box Score,Houston Rockets,117,Dallas Mavericks,115,,
675,9:00 PM,Box Score,Charlotte Bobcats,101,Denver Nuggets,98,,
676,10:30 PM,Box Score,Washington Wizards,103,Los Angeles Clippers,110,,
677,7:00 PM,Box Score,Oklahoma City Thunder,112,Miami Heat,95,,
678,8:00 PM,Box Score,Phoenix Suns,126,Milwaukee Bucks,117,,
679,8:00 PM,Box Score,New Orleans Pelicans,77,Minnesota Timberwolves,88,,
680,10:00 PM,Box Score,Memphis Grizzlies,99,Sacramento Kings,89,,
681,9:30 PM,Box Score,Chicago Bulls,96,San Antonio Spurs,86,,
682,7:00 PM,Box Score,Orlando Magic,83,Toronto Raptors,98,,
683,10:30 PM,Box Score,Los Angeles Clippers,92,Golden State Warriors,111,,
684,7:00 PM,Box Score,Phoenix Suns,102,Indiana Pacers,94,,
685,8:00 PM,Box Score,Cleveland Cavaliers,86,New York Knicks,117,,
686,8:00 PM,Box Score,Oklahoma City Thunder,120,Brooklyn Nets,95,,
687,8:30 PM,Box Score,Sacramento Kings,103,Dallas Mavericks,107,,
688,9:00 PM,Box Score,Toronto Raptors,100,Denver Nuggets,90,,
689,10:30 PM,Box Score,Charlotte Bobcats,110,Los Angeles Lakers,100,,
690,8:00 PM,Box Score,Memphis Grizzlies,94,Minnesota Timberwolves,90,,
691,7:00 PM,Box Score,Milwaukee Bucks,102,Orlando Magic,113,,
692,7:30 PM,Box Score,Atlanta Hawks,125,Philadelphia 76ers,99,,
693,10:30 PM,Box Score,Golden State Warriors,95,Utah Jazz,90,,
694,7:30 PM,Box Score,Minnesota Timberwolves,113,Atlanta Hawks,120,,
695,7:30 PM,Box Score,Philadelphia 76ers,96,Detroit Pistons,113,,
696,8:00 PM,Box Score,Cleveland Cavaliers,92,Houston Rockets,106,,
697,7:00 PM,Box Score,Brooklyn Nets,96,Indiana Pacers,97,,
698,10:30 PM,Box Score,Utah Jazz,87,Los Angeles Clippers,102,,
699,8:00 PM,Box Score,Milwaukee Bucks,90,Memphis Grizzlies,99,,
700,8:00 PM,Box Score,Chicago Bulls,79,New Orleans Pelicans,88,,
701,8:30 PM,Box Score,Miami Heat,106,New York Knicks,91,,
702,9:00 PM,Box Score,Charlotte Bobcats,95,Phoenix Suns,105,,
703,10:00 PM,Box Score,Toronto Raptors,103,Portland Trail Blazers,106,,
704,8:30 PM,Box Score,Sacramento Kings,93,San Antonio Spurs,95,,
705,7:00 PM,Box Score,Oklahoma City Thunder,81,Washington Wizards,96,,
706,1:00 PM,Box Score,Orlando Magic,89,Boston Celtics,96,,
707,7:30 PM,Box Score,Philadelphia 76ers,102,Brooklyn Nets,108,,
708,8:30 PM,Box Score,Cleveland Cavaliers,107,Dallas Mavericks,124,,
709,9:00 PM,Box Score,Los Angeles Clippers,115,Denver Nuggets,116,,
710,7:00 PM,Box Score,Orlando Magic,79,Indiana Pacers,98,,
711,7:30 PM,Box Score,Detroit Pistons,96,Miami Heat,102,,
712,8:00 PM,Box Score,New York Knicks,98,Milwaukee Bucks,101,,
713,8:00 PM,Box Score,San Antonio Spurs,102,New Orleans Pelicans,95,,
714,8:00 PM,Box Score,Memphis Grizzlies,77,Oklahoma City Thunder,86,,
715,10:00 PM,Box Score,Chicago Bulls,70,Sacramento Kings,99,,
716,9:00 PM,Box Score,Toronto Raptors,94,Utah Jazz,79,,
717,7:00 PM,Box Score,Portland Trail Blazers,90,Washington Wizards,100,,
718,7:30 PM,Box Score,Indiana Pacers,89,Atlanta Hawks,85,,
719,10:30 PM,Box Score,Charlotte Bobcats,91,Golden State Warriors,75,,
720,8:00 PM,Box Score,Los Angeles Lakers,99,Minnesota Timberwolves,109,,
721,9:00 PM,Box Score,Chicago Bulls,101,Phoenix Suns,92,,
722,7:00 PM,Box Score,Los Angeles Lakers,119,Cleveland Cavaliers,108,,
723,9:00 PM,Box Score,Milwaukee Bucks,100,Denver Nuggets,110,,
724,8:00 PM,Box Score,Phoenix Suns,108,Houston Rockets,122,,
725,10:30 PM,Box Score,Miami Heat,116,Los Angeles Clippers,112,,
726,8:00 PM,Box Score,Dallas Mavericks,110,Memphis Grizzlies,96,,
727,8:00 PM,Box Score,Atlanta Hawks,100,New Orleans Pelicans,105,,
728,8:00 PM,Box Score,Portland Trail Blazers,94,New York Knicks,90,,
729,8:00 PM,Box Score,Minnesota Timberwolves,97,Oklahoma City Thunder,106,,
730,7:00 PM,Box Score,Detroit Pistons,98,Orlando Magic,112,,
731,7:00 PM,Box Score,Boston Celtics,114,Philadelphia 76ers,108,,
732,10:00 PM,Box Score,Toronto Raptors,101,Sacramento Kings,109,,
733,7:00 PM,Box Score,San Antonio Spurs,125,Washington Wizards,118,2OT,
734,8:00 PM,Box Score,San Antonio Spurs,89,Brooklyn Nets,103,,
735,10:30 PM,Box Score,Chicago Bulls,87,Golden State Warriors,102,,
736,7:30 PM,Box Score,Sacramento Kings,89,Boston Celtics,99,,
737,8:30 PM,Box Score,Utah Jazz,81,Dallas Mavericks,103,,
738,7:30 PM,Box Score,Brooklyn Nets,95,Detroit Pistons,111,,
739,7:00 PM,Box Score,Portland Trail Blazers,113,Indiana Pacers,118,OT,
740,10:30 PM,Box Score,Toronto Raptors,105,Los Angeles Clippers,118,,
741,9:30 PM,Box Score,Minnesota Timberwolves,91,New Orleans Pelicans,98,,
742,7:30 PM,Box Score,Denver Nuggets,90,New York Knicks,117,,
743,7:00 PM,Box Score,Oklahoma City Thunder,102,Orlando Magic,103,,
744,7:00 PM,Box Score,Los Angeles Lakers,112,Philadelphia 76ers,98,,
745,7:00 PM,Box Score,Cleveland Cavaliers,115,Washington Wizards,113,,
746,7:30 PM,Box Score,Memphis Grizzlies,79,Atlanta Hawks,76,,
747,7:00 PM,Box Score,San Antonio Spurs,104,Charlotte Bobcats,100,,
748,7:30 PM,Box Score,Denver Nuggets,109,Detroit Pistons,126,,
749,8:30 PM,Box Score,Houston Rockets,101,Milwaukee Bucks,95,,
750,8:00 PM,Box Score,Portland Trail Blazers,117,Minnesota Timberwolves,110,,
751,9:00 PM,Box Score,Golden State Warriors,109,Phoenix Suns,122,,
752,9:00 PM,Box Score,Miami Heat,89,Utah Jazz,94,,
753,6:00 PM,Box Score,Dallas Mavericks,102,Boston Celtics,91,,
754,6:00 PM,Box Score,New Orleans Pelicans,81,Brooklyn Nets,93,,
755,6:00 PM,Box Score,Memphis Grizzlies,83,Cleveland Cavaliers,91,OT,
756,9:30 PM,Box Score,Philadelphia 76ers,78,Los Angeles Clippers,123,,
757,3:30 PM,Box Score,Chicago Bulls,92,Los Angeles Lakers,86,,
758,1:00 PM,Box Score,New York Knicks,100,Oklahoma City Thunder,112,,
759,6:00 PM,Box Score,Indiana Pacers,92,Orlando Magic,93,,
760,6:00 PM,Box Score,Sacramento Kings,84,Washington Wizards,93,,
761,7:30 PM,Box Score,San Antonio Spurs,100,Detroit Pistons,109,,
762,10:30 PM,Box Score,Philadelphia 76ers,80,Golden State Warriors,123,,
763,7:00 PM,Box Score,Denver Nuggets,80,Indiana Pacers,119,,
764,8:00 PM,Box Score,Boston Celtics,102,Milwaukee Bucks,86,,
765,8:00 PM,Box Score,Houston Rockets,107,Minnesota Timberwolves,89,,
766,7:00 PM,Box Score,New Orleans Pelicans,101,Toronto Raptors,108,,
767,7:00 PM,Box Score,Dallas Mavericks,89,Charlotte Bobcats,114,,
768,8:00 PM,Box Score,Atlanta Hawks,85,Chicago Bulls,100,,
769,7:00 PM,Box Score,Sacramento Kings,99,Cleveland Cavaliers,109,,
770,10:30 PM,Box Score,Utah Jazz,96,Los Angeles Lakers,79,,
771,8:00 PM,Box Score,Washington Wizards,89,Memphis Grizzlies,92,,
772,9:00 PM,Box Score,Miami Heat,103,Phoenix Suns,97,,
773,10:00 PM,Box Score,Oklahoma City Thunder,98,Portland Trail Blazers,95,,
774,7:30 PM,Box Score,San Antonio Spurs,104,Boston Celtics,92,,
775,7:30 PM,Box Score,Charlotte Bobcats,89,Brooklyn Nets,105,,
776,7:30 PM,Box Score,Cleveland Cavaliers,93,Detroit Pistons,89,,
777,10:30 PM,Box Score,Miami Heat,111,Golden State Warriors,110,,
778,8:00 PM,Box Score,Washington Wizards,112,Houston Rockets,113,,
779,7:00 PM,Box Score,Dallas Mavericks,81,Indiana Pacers,73,,
780,10:30 PM,Box Score,Portland Trail Blazers,117,Los Angeles Clippers,122,,
781,8:00 PM,Box Score,New Orleans Pelicans,102,Milwaukee Bucks,98,,
782,8:00 PM,Box Score,Denver Nuggets,90,Minnesota Timberwolves,117,,
783,7:30 PM,Box Score,Sacramento Kings,106,New York Knicks,101,OT,
784,7:00 PM,Box Score,Memphis Grizzlies,86,Orlando Magic,81,,
785,7:00 PM,Box Score,Atlanta Hawks,83,Toronto Raptors,104,,
786,9:00 PM,Box Score,Philadelphia 76ers,100,Utah Jazz,105,,
787,8:00 PM,Box Score,Brooklyn Nets,76,Chicago Bulls,92,,
788,10:30 PM,Box Score,Oklahoma City Thunder,107,Los Angeles Lakers,103,,
789,8:30 PM,Box Score,Miami Heat,117,Dallas Mavericks,106,,
790,9:00 PM,Box Score,Phoenix Suns,112,Denver Nuggets,107,OT,
791,7:30 PM,Box Score,Charlotte Bobcats,108,Detroit Pistons,96,,
792,7:00 PM,Box Score,Atlanta Hawks,98,Indiana Pacers,108,,
793,10:30 PM,Box Score,San Antonio Spurs,113,Los Angeles Clippers,103,,
794,8:00 PM,Box Score,New York Knicks,93,Memphis Grizzlies,98,,
795,8:00 PM,Box Score,Orlando Magic,100,Milwaukee Bucks,104,,
796,7:00 PM,Box Score,Cleveland Cavaliers,114,Philadelphia 76ers,85,,
797,7:00 PM,Box Score,Toronto Raptors,103,Washington Wizards,93,,
798,7:30 PM,Box Score,Washington Wizards,114,Atlanta Hawks,97,,
799,7:00 PM,Box Score,Detroit Pistons,98,Charlotte Bobcats,116,,
800,7:00 PM,Box Score,Orlando Magic,93,Cleveland Cavaliers,101,,
801,10:30 PM,Box Score,Houston Rockets,134,Los Angeles Lakers,108,,
802,8:00 PM,Box Score,Indiana Pacers,91,Minnesota Timberwolves,104,,
803,8:00 PM,Box Score,New York Knicks,98,New Orleans Pelicans,91,,
804,9:00 PM,Box Score,Boston Celtics,94,Phoenix Suns,100,,
805,10:00 PM,Box Score,San Antonio Spurs,111,Portland Trail Blazers,109,,
806,10:00 PM,Box Score,Golden State Warriors,101,Sacramento Kings,92,,
807,7:00 PM,Box Score,Chicago Bulls,94,Toronto Raptors,92,,
808,9:00 PM,Box Score,Brooklyn Nets,105,Utah Jazz,99,,
809,10:30 PM,Box Score,Houston Rockets,99,Golden State Warriors,102,OT,
810,8:00 PM,Box Score,Denver Nuggets,101,Milwaukee Bucks,90,,
811,8:00 PM,Box Score,Miami Heat,103,Oklahoma City Thunder,81,,
812,7:00 PM,Box Score,New Orleans Pelicans,87,Charlotte Bobcats,90,,
813,8:00 PM,Box Score,Denver Nuggets,89,Chicago Bulls,117,,
814,7:30 PM,Box Score,Atlanta Hawks,107,Detroit Pistons,115,,
815,10:30 PM,Box Score,Boston Celtics,92,Los Angeles Lakers,101,,
816,8:00 PM,Box Score,Los Angeles Clippers,96,Memphis Grizzlies,102,,
817,7:00 PM,Box Score,New York Knicks,121,Orlando Magic,129,2OT,
818,7:00 PM,Box Score,Dallas Mavericks,124,Philadelphia 76ers,112,,
819,9:00 PM,Box Score,San Antonio Spurs,85,Phoenix Suns,106,,
820,10:00 PM,Box Score,Utah Jazz,94,Portland Trail Blazers,102,,
821,7:00 PM,Box Score,Cleveland Cavaliers,91,Toronto Raptors,98,,
822,7:30 PM,Box Score,New York Knicks,98,Atlanta Hawks,107,,
823,7:00 PM,Box Score,Memphis Grizzlies,89,Charlotte Bobcats,92,,
824,7:30 PM,Box Score,Dallas Mavericks,113,Detroit Pistons,102,,
825,10:30 PM,Box Score,Brooklyn Nets,86,Golden State Warriors,93,,
826,8:30 PM,Box Score,Indiana Pacers,110,Milwaukee Bucks,100,,
827,10:00 PM,Box Score,Boston Celtics,98,Sacramento Kings,105,,
828,9:00 PM,Box Score,Minnesota Timberwolves,121,Utah Jazz,104,,
829,7:00 PM,Box Score,New Orleans Pelicans,93,Washington Wizards,94,,
830,6:00 PM,Box Score,Washington Wizards,96,Cleveland Cavaliers,83,,
831,8:00 PM,Box Score,Sacramento Kings,109,Denver Nuggets,95,,
832,9:00 PM,Box Score,Brooklyn Nets,108,Los Angeles Lakers,102,,
833,3:30 PM,Box Score,Chicago Bulls,79,Miami Heat,93,,
834,1:00 PM,Box Score,Los Angeles Clippers,125,Oklahoma City Thunder,117,,
835,9:00 PM,Box Score,Houston Rockets,115,Phoenix Suns,112,,
836,9:00 PM,Box Score,Minnesota Timberwolves,97,Portland Trail Blazers,108,,
837,6:00 PM,Box Score,Orlando Magic,90,Toronto Raptors,105,,
838,7:30 PM,Box Score,Golden State Warriors,104,Detroit Pistons,96,,
839,8:00 PM,Box Score,Los Angeles Clippers,123,New Orleans Pelicans,110,,
840,7:30 PM,Box Score,Dallas Mavericks,110,New York Knicks,108,,
841,7:00 PM,Box Score,Milwaukee Bucks,130,Philadelphia 76ers,110,,
842,9:00 PM,Box Score,Boston Celtics,98,Utah Jazz,110,,
843,7:30 PM,Box Score,Chicago Bulls,107,Atlanta Hawks,103,,
844,7:00 PM,Box Score,Toronto Raptors,99,Cleveland Cavaliers,93,,
845,9:00 PM,Box Score,Portland Trail Blazers,100,Denver Nuggets,95,,
846,7:00 PM,Box Score,Los Angeles Lakers,98,Indiana Pacers,118,,
847,9:00 PM,Box Score,Minnesota Timberwolves,110,Phoenix Suns,101,,
848,10:00 PM,Box Score,Houston Rockets,129,Sacramento Kings,103,,
849,7:00 PM,Box Score,Orlando Magic,106,Washington Wizards,115,,
850,7:30 PM,Box Score,Atlanta Hawks,104,Boston Celtics,115,,
851,8:00 PM,Box Score,Golden State Warriors,83,Chicago Bulls,103,,
852,8:00 PM,Box Score,New Orleans Pelicans,89,Dallas Mavericks,108,,
853,10:30 PM,Box Score,Houston Rockets,93,Los Angeles Clippers,101,,
854,8:00 PM,Box Score,Los Angeles Lakers,103,Memphis Grizzlies,108,,
855,8:00 PM,Box Score,Cleveland Cavaliers,114,Oklahoma City Thunder,104,,
856,7:00 PM,Box Score,Orlando Magic,101,Philadelphia 76ers,90,,
857,10:00 PM,Box Score,Brooklyn Nets,80,Portland Trail Blazers,124,,
858,8:30 PM,Box Score,Detroit Pistons,110,San Antonio Spurs,120,,
859,9:00 PM,Box Score,Phoenix Suns,86,Utah Jazz,109,,
860,10:30 PM,Box Score,Brooklyn Nets,112,Denver Nuggets,89,,
861,7:00 PM,Box Score,Milwaukee Bucks,96,Indiana Pacers,101,,
862,8:00 PM,Box Score,New York Knicks,82,Miami Heat,108,,
863,7:00 PM,Box Score,Washington Wizards,134,Toronto Raptors,129,3OT,
864,7:30 PM,Box Score,Utah Jazz,79,Cleveland Cavaliers,99,,
865,8:30 PM,Box Score,Chicago Bulls,100,Dallas Mavericks,91,,
866,10:30 PM,Box Score,Sacramento Kings,122,Los Angeles Lakers,126,,
867,8:00 PM,Box Score,Golden State Warriors,126,New York Knicks,103,,
868,8:00 PM,Box Score,Memphis Grizzlies,107,Oklahoma City Thunder,113,,
869,10:30 PM,Box Score,New Orleans Pelicans,104,Phoenix Suns,116,,
870,8:30 PM,Box Score,Charlotte Bobcats,82,San Antonio Spurs,92,,
871,8:00 PM,Box Score,Indiana Pacers,102,Boston Celtics,97,,
872,8:00 PM,Box Score,Detroit Pistons,110,Houston Rockets,118,,
873,10:30 PM,Box Score,New Orleans Pelicans,76,Los Angeles Clippers,108,,
874,9:00 PM,Box Score,Cleveland Cavaliers,96,Memphis Grizzlies,110,,
875,7:30 PM,Box Score,Orlando Magic,98,Miami Heat,112,,
876,8:30 PM,Box Score,Brooklyn Nets,107,Milwaukee Bucks,98,,
877,7:30 PM,Box Score,Washington Wizards,122,Philadelphia 76ers,103,,
878,10:00 PM,Box Score,Denver Nuggets,96,Portland Trail Blazers,102,,
879,10:00 PM,Box Score,Minnesota Timberwolves,108,Sacramento Kings,97,,
880,1:00 PM,Box Score,New York Knicks,90,Chicago Bulls,109,,
881,6:00 PM,Box Score,Utah Jazz,91,Indiana Pacers,94,,
882,7:00 PM,Box Score,Charlotte Bobcats,99,Oklahoma City Thunder,116,,
883,6:00 PM,Box Score,Philadelphia 76ers,81,Orlando Magic,92,,
884,8:00 PM,Box Score,Atlanta Hawks,120,Phoenix Suns,129,,
885,7:00 PM,Box Score,Dallas Mavericks,106,San Antonio Spurs,112,,
886,4:00 PM,Box Score,Golden State Warriors,98,Toronto Raptors,104,,
887,7:30 PM,Box Score,Chicago Bulls,80,Brooklyn Nets,96,,
888,9:00 PM,Box Score,Minnesota Timberwolves,132,Denver Nuggets,128,,
889,7:30 PM,Box Score,New York Knicks,85,Detroit Pistons,96,,
890,7:30 PM,Box Score,Charlotte Bobcats,107,Miami Heat,124,,
891,8:00 PM,Box Score,Utah Jazz,88,Milwaukee Bucks,114,,
892,10:00 PM,Box Score,Los Angeles Lakers,107,Portland Trail Blazers,106,,
893,10:00 PM,Box Score,New Orleans Pelicans,89,Sacramento Kings,96,,
894,7:00 PM,Box Score,Memphis Grizzlies,110,Washington Wizards,104,,
895,7:00 PM,Box Score,San Antonio Spurs,122,Cleveland Cavaliers,101,,
896,8:00 PM,Box Score,Miami Heat,103,Houston Rockets,106,,
897,7:00 PM,Box Score,Golden State Warriors,98,Indiana Pacers,96,,
898,10:30 PM,Box Score,New Orleans Pelicans,132,Los Angeles Lakers,125,,
899,8:00 PM,Box Score,Philadelphia 76ers,92,Oklahoma City Thunder,125,,
900,9:00 PM,Box Score,Los Angeles Clippers,104,Phoenix Suns,96,,
901,7:30 PM,Box Score,Golden State Warriors,108,Boston Celtics,88,,
902,7:30 PM,Box Score,Memphis Grizzlies,94,Brooklyn Nets,103,,
903,7:00 PM,Box Score,Indiana Pacers,87,Charlotte Bobcats,109,,
904,8:00 PM,Box Score,Dallas Mavericks,110,Denver Nuggets,115,,
905,7:30 PM,Box Score,Chicago Bulls,105,Detroit Pistons,94,,
906,8:00 PM,Box Score,Sacramento Kings,116,Milwaukee Bucks,102,,
907,8:00 PM,Box Score,New York Knicks,118,Minnesota Timberwolves,106,,
908,7:00 PM,Box Score,Houston Rockets,101,Orlando Magic,89,,
909,10:30 PM,Box Score,Atlanta Hawks,78,Portland Trail Blazers,102,,
910,7:00 PM,Box Score,Utah Jazz,91,Washington Wizards,104,,
911,10:30 PM,Box Score,Los Angeles Clippers,142,Los Angeles Lakers,94,,
912,9:00 PM,Box Score,Oklahoma City Thunder,122,Phoenix Suns,128,,
913,8:00 PM,Box Score,Miami Heat,87,San Antonio Spurs,111,,
914,7:30 PM,Box Score,Brooklyn Nets,84,Boston Celtics,91,,
915,7:00 PM,Box Score,Cleveland Cavaliers,92,Charlotte Bobcats,101,,
916,7:00 PM,Box Score,Memphis Grizzlies,85,Chicago Bulls,77,,
917,8:30 PM,Box Score,Portland Trail Blazers,98,Dallas Mavericks,103,,
918,9:00 PM,Box Score,Los Angeles Lakers,126,Denver Nuggets,134,,
919,10:30 PM,Box Score,Atlanta Hawks,97,Golden State Warriors,111,,
920,9:30 PM,Box Score,Indiana Pacers,86,Houston Rockets,112,,
921,8:00 PM,Box Score,Detroit Pistons,101,Minnesota Timberwolves,114,,
922,8:00 PM,Box Score,Milwaukee Bucks,104,New Orleans Pelicans,112,,
923,7:30 PM,Box Score,Utah Jazz,81,New York Knicks,108,,
924,7:00 PM,Box Score,Sacramento Kings,87,Toronto Raptors,99,,
925,7:30 PM,Box Score,New York Knicks,107,Cleveland Cavaliers,97,,
926,10:30 PM,Box Score,Atlanta Hawks,108,Los Angeles Clippers,109,,
927,8:00 PM,Box Score,Charlotte Bobcats,89,Memphis Grizzlies,111,,
928,9:00 PM,Box Score,Washington Wizards,114,Milwaukee Bucks,107,,
929,7:30 PM,Box Score,Utah Jazz,104,Philadelphia 76ers,92,,
930,8:30 PM,Box Score,Orlando Magic,112,San Antonio Spurs,121,,
931,6:00 PM,Box Score,Detroit Pistons,111,Boston Celtics,118,,
932,6:00 PM,Box Score,Sacramento Kings,89,Brooklyn Nets,104,,
933,1:00 PM,Box Score,Miami Heat,88,Chicago Bulls,95,OT,
934,7:30 PM,Box Score,Indiana Pacers,94,Dallas Mavericks,105,,
935,9:00 PM,Box Score,Phoenix Suns,107,Golden State Warriors,113,,
936,7:00 PM,Box Score,Portland Trail Blazers,113,Houston Rockets,118,OT,
937,3:30 PM,Box Score,Oklahoma City Thunder,110,Los Angeles Lakers,114,,
938,7:00 PM,Box Score,Toronto Raptors,111,Minnesota Timberwolves,104,,
939,6:00 PM,Box Score,Denver Nuggets,107,New Orleans Pelicans,111,OT,
940,7:30 PM,Box Score,Toronto Raptors,97,Brooklyn Nets,101,,
941,7:00 PM,Box Score,Denver Nuggets,98,Charlotte Bobcats,105,,
942,10:30 PM,Box Score,Phoenix Suns,105,Los Angeles Clippers,112,,
943,7:30 PM,Box Score,Washington Wizards,90,Miami Heat,99,,
944,8:00 PM,Box Score,Orlando Magic,98,Milwaukee Bucks,105,,
945,7:30 PM,Box Score,Philadelphia 76ers,110,New York Knicks,123,,
946,9:00 PM,Box Score,Atlanta Hawks,112,Utah Jazz,110,,
947,8:00 PM,Box Score,San Antonio Spurs,104,Chicago Bulls,96,,
948,7:30 PM,Box Score,Sacramento Kings,89,Detroit Pistons,99,,
949,10:30 PM,Box Score,Dallas Mavericks,85,Golden State Warriors,108,,
950,7:00 PM,Box Score,Boston Celtics,83,Indiana Pacers,94,,
951,8:00 PM,Box Score,Portland Trail Blazers,99,Memphis Grizzlies,109,,
952,8:00 PM,Box Score,Milwaukee Bucks,101,Minnesota Timberwolves,112,,
953,8:00 PM,Box Score,Houston Rockets,98,Oklahoma City Thunder,106,,
954,7:30 PM,Box Score,New York Knicks,116,Boston Celtics,92,,
955,10:30 PM,Box Score,Golden State Warriors,98,Los Angeles Clippers,111,,
956,7:00 PM,Box Score,Brooklyn Nets,96,Miami Heat,95,,
957,8:00 PM,Box Score,Memphis Grizzlies,90,New Orleans Pelicans,88,,
958,7:00 PM,Box Score,Denver Nuggets,120,Orlando Magic,112,,
959,7:00 PM,Box Score,Sacramento Kings,115,Philadelphia 76ers,98,,
960,10:00 PM,Box Score,Cleveland Cavaliers,110,Phoenix Suns,101,,
961,9:30 PM,Box Score,Portland Trail Blazers,90,San Antonio Spurs,103,,
962,7:00 PM,Box Score,Detroit Pistons,87,Toronto Raptors,101,,
963,9:00 PM,Box Score,Dallas Mavericks,108,Utah Jazz,101,,
964,7:00 PM,Box Score,Charlotte Bobcats,98,Washington Wizards,85,,
965,7:30 PM,Box Score,Milwaukee Bucks,97,Atlanta Hawks,102,,
966,7:00 PM,Box Score,Houston Rockets,87,Chicago Bulls,111,,
967,9:30 PM,Box Score,Los Angeles Lakers,102,Oklahoma City Thunder,131,,
968,7:30 PM,Box Score,Phoenix Suns,87,Boston Celtics,80,,
969,7:00 PM,Box Score,Minnesota Timberwolves,93,Charlotte Bobcats,105,,
970,10:30 PM,Box Score,Cleveland Cavaliers,103,Golden State Warriors,94,,
971,7:30 PM,Box Score,Denver Nuggets,111,Miami Heat,107,,
972,8:00 PM,Box Score,Portland Trail Blazers,111,New Orleans Pelicans,103,,
973,7:00 PM,Box Score,Washington Wizards,105,Orlando Magic,101,OT,
974,7:00 PM,Box Score,Indiana Pacers,101,Philadelphia 76ers,94,,
975,8:30 PM,Box Score,Los Angeles Lakers,85,San Antonio Spurs,119,,
976,7:00 PM,Box Score,Memphis Grizzlies,86,Toronto Raptors,99,,
977,9:00 PM,Box Score,Los Angeles Clippers,96,Utah Jazz,87,,
978,7:30 PM,Box Score,Denver Nuggets,92,Atlanta Hawks,97,,
979,8:00 PM,Box Score,Sacramento Kings,87,Chicago Bulls,94,,
980,7:30 PM,Box Score,Indiana Pacers,112,Detroit Pistons,104,OT,
981,12:00 AM,Box Score,Milwaukee Bucks,94,New York Knicks,115,,
982,7:30 PM,Box Score,Memphis Grizzlies,103,Philadelphia 76ers,77,,
983,7:00 PM,Box Score,Brooklyn Nets,94,Washington Wizards,101,,
984,9:30 PM,Box Score,Cleveland Cavaliers,80,Los Angeles Clippers,102,,
985,3:30 PM,Box Score,Houston Rockets,104,Miami Heat,113,,
986,1:00 PM,Box Score,Charlotte Bobcats,101,Milwaukee Bucks,92,,
987,7:00 PM,Box Score,Sacramento Kings,102,Minnesota Timberwolves,104,,
988,6:00 PM,Box Score,Boston Celtics,120,New Orleans Pelicans,121,OT,
989,7:00 PM,Box Score,Dallas Mavericks,109,Oklahoma City Thunder,86,,
990,9:00 PM,Box Score,Golden State Warriors,113,Portland Trail Blazers,112,,
991,7:00 PM,Box Score,Utah Jazz,104,San Antonio Spurs,122,,
992,1:00 PM,Box Score,Phoenix Suns,121,Toronto Raptors,113,,
