,Date,Score Type,Visitor Team,VisitorPts,Home Team,HomePts,OT?,Notes
993,7:30 PM,Box Score,Phoenix Suns,95,Brooklyn Nets,108,,
994,7:00 PM,Box Score,Atlanta Hawks,97,Charlotte Bobcats,83,,
995,8:00 PM,Box Score,Oklahoma City Thunder,97,Chicago Bulls,85,,
996,8:30 PM,Box Score,Boston Celtics,89,Dallas Mavericks,94,,
997,10:30 PM,Box Score,Los Angeles Clippers,100,Denver Nuggets,110,,
998,8:00 PM,Box Score,Utah Jazz,86,Houston Rockets,124,,
999,7:00 PM,Box Score,Philadelphia 76ers,90,Indiana Pacers,99,,
1000,7:30 PM,Box Score,Toronto Raptors,113,Atlanta Hawks,118,OT,
1001,7:00 PM,Box Score,Miami Heat,100,Cleveland Cavaliers,96,,
1002,10:30 PM,Box Score,Orlando Magic,89,Golden State Warriors,103,,
1003,10:00 PM,Box Score,Milwaukee Bucks,115,Portland Trail Blazers,120,OT,
1004,10:00 PM,Box Score,Washington Wizards,111,Sacramento Kings,117,OT,
1005,7:30 PM,Box Score,Miami Heat,96,Boston Celtics,101,,
1006,7:30 PM,Box Score,Charlotte Bobcats,99,Brooklyn Nets,104,,
1007,8:30 PM,Box Score,Minnesota Timberwolves,123,Dallas Mavericks,122,OT,
1008,9:00 PM,Box Score,Detroit Pistons,109,Denver Nuggets,118,,
1009,10:30 PM,Box Score,San Antonio Spurs,125,Los Angeles Lakers,109,,
1010,8:00 PM,Box Score,Utah Jazz,86,Memphis Grizzlies,96,,
1011,8:00 PM,Box Score,Toronto Raptors,107,New Orleans Pelicans,100,,
1012,8:00 PM,Box Score,Indiana Pacers,86,New York Knicks,92,,
1013,7:00 PM,Box Score,Chicago Bulls,102,Philadelphia 76ers,94,,
1014,10:00 PM,Box Score,Orlando Magic,93,Phoenix Suns,109,,
1015,7:00 PM,Box Score,Oklahoma City Thunder,102,Cleveland Cavaliers,95,,
1016,10:30 PM,Box Score,Milwaukee Bucks,110,Golden State Warriors,115,,
1017,8:00 PM,Box Score,Minnesota Timberwolves,106,Houston Rockets,129,,
1018,10:00 PM,Box Score,Washington Wizards,103,Portland Trail Blazers,116,,
1019,7:30 PM,Box Score,New Orleans Pelicans,111,Atlanta Hawks,105,,
1020,7:30 PM,Box Score,Boston Celtics,98,Brooklyn Nets,114,,
1021,8:30 PM,Box Score,Denver Nuggets,106,Dallas Mavericks,122,,
1022,7:00 PM,Box Score,Chicago Bulls,79,Indiana Pacers,91,,
1023,10:30 PM,Box Score,Washington Wizards,117,Los Angeles Lakers,107,,
1024,7:30 PM,Box Score,Memphis Grizzlies,86,Miami Heat,91,,
1025,7:00 PM,Box Score,New York Knicks,93,Philadelphia 76ers,92,,
1026,10:00 PM,Box Score,Detroit Pistons,92,Phoenix Suns,98,,
1027,10:00 PM,Box Score,San Antonio Spurs,99,Sacramento Kings,79,,
1028,7:00 PM,Box Score,Oklahoma City Thunder,119,Toronto Raptors,118,2OT,
1029,7:00 PM,Box Score,Portland Trail Blazers,94,Charlotte Bobcats,124,,
1030,8:00 PM,Box Score,Philadelphia 76ers,81,Chicago Bulls,91,,
1031,7:30 PM,Box Score,Houston Rockets,118,Cleveland Cavaliers,111,,
1032,10:30 PM,Box Score,San Antonio Spurs,99,Golden State Warriors,90,,
1033,10:30 PM,Box Score,Detroit Pistons,103,Los Angeles Clippers,112,,
1034,8:00 PM,Box Score,Indiana Pacers,71,Memphis Grizzlies,82,,
1035,8:00 PM,Box Score,Miami Heat,95,New Orleans Pelicans,105,,
1036,9:00 PM,Box Score,Orlando Magic,88,Utah Jazz,89,,
1037,7:30 PM,Box Score,Brooklyn Nets,107,Dallas Mavericks,104,OT,
1038,5:00 PM,Box Score,Washington Wizards,102,Denver Nuggets,105,,
1039,9:30 PM,Box Score,Orlando Magic,94,Los Angeles Lakers,103,,
1040,3:30 PM,Box Score,Phoenix Suns,127,Minnesota Timberwolves,120,,
1041,7:30 PM,Box Score,Cleveland Cavaliers,106,New York Knicks,100,,
1042,6:00 PM,Box Score,Milwaukee Bucks,107,Sacramento Kings,124,,
1043,1:00 PM,Box Score,Atlanta Hawks,86,Toronto Raptors,96,,
1044,7:30 PM,Box Score,Phoenix Suns,102,Atlanta Hawks,95,,
1045,7:00 PM,Box Score,Houston Rockets,100,Charlotte Bobcats,89,,
1046,8:00 PM,Box Score,Indiana Pacers,77,Chicago Bulls,89,,
1047,10:30 PM,Box Score,Milwaukee Bucks,98,Los Angeles Clippers,106,,
1048,8:00 PM,Box Score,Minnesota Timberwolves,92,Memphis Grizzlies,109,,
1049,7:30 PM,Box Score,Portland Trail Blazers,91,Miami Heat,93,,
1050,8:00 PM,Box Score,Brooklyn Nets,104,New Orleans Pelicans,109,OT,
1051,8:00 PM,Box Score,Denver Nuggets,96,Oklahoma City Thunder,117,,
1052,8:30 PM,Box Score,Philadelphia 76ers,91,San Antonio Spurs,113,,
1053,9:00 PM,Box Score,Detroit Pistons,114,Utah Jazz,94,,
1054,7:00 PM,Box Score,Toronto Raptors,100,Cleveland Cavaliers,102,,
1055,8:00 PM,Box Score,Oklahoma City Thunder,119,Dallas Mavericks,128,OT,
1056,10:30 PM,Box Score,New York Knicks,96,Los Angeles Lakers,127,,
1057,7:00 PM,Box Score,Portland Trail Blazers,85,Orlando Magic,95,,
1058,7:30 PM,Box Score,Toronto Raptors,99,Boston Celtics,90,,
1059,7:00 PM,Box Score,Brooklyn Nets,111,Charlotte Bobcats,116,OT,
1060,7:30 PM,Box Score,Cleveland Cavaliers,97,Detroit Pistons,96,,
1061,8:00 PM,Box Score,Miami Heat,83,Indiana Pacers,84,,
1062,8:00 PM,Box Score,Atlanta Hawks,83,Minnesota Timberwolves,107,,
1063,8:00 PM,Box Score,Los Angeles Clippers,96,New Orleans Pelicans,98,,
1064,10:00 PM,Box Score,New York Knicks,107,Sacramento Kings,99,,
1065,8:30 PM,Box Score,Denver Nuggets,103,San Antonio Spurs,108,,
1066,10:30 PM,Box Score,Memphis Grizzlies,91,Utah Jazz,87,,
1067,7:00 PM,Box Score,Phoenix Suns,99,Washington Wizards,93,,
1068,7:30 PM,Box Score,Portland Trail Blazers,100,Atlanta Hawks,85,,
1069,8:30 PM,Box Score,Los Angeles Clippers,109,Dallas Mavericks,103,,
1070,8:00 PM,Box Score,Philadelphia 76ers,98,Houston Rockets,120,,
1071,8:00 PM,Box Score,Los Angeles Lakers,105,Milwaukee Bucks,108,,
1072,7:30 PM,Box Score,Cleveland Cavaliers,97,Brooklyn Nets,108,,
1073,8:00 PM,Box Score,Portland Trail Blazers,91,Chicago Bulls,74,,
1074,9:00 PM,Box Score,San Antonio Spurs,133,Denver Nuggets,102,,
1075,7:30 PM,Box Score,Miami Heat,110,Detroit Pistons,78,,
1076,10:30 PM,Box Score,Memphis Grizzlies,93,Golden State Warriors,100,,
1077,8:00 PM,Box Score,Los Angeles Lakers,107,Minnesota Timberwolves,143,,
1078,8:00 PM,Box Score,Utah Jazz,95,New Orleans Pelicans,102,,
1079,8:00 PM,Box Score,Sacramento Kings,81,Oklahoma City Thunder,94,,
1080,7:00 PM,Box Score,Charlotte Bobcats,105,Orlando Magic,110,OT,
1081,10:00 PM,Box Score,New York Knicks,88,Phoenix Suns,112,,
1082,7:00 PM,Box Score,Boston Celtics,103,Toronto Raptors,105,,
1083,7:00 PM,Box Score,Indiana Pacers,78,Washington Wizards,91,,
1084,8:30 PM,Box Score,Sacramento Kings,100,Dallas Mavericks,103,,
1085,8:00 PM,Box Score,Los Angeles Clippers,118,Houston Rockets,107,,
1086,8:30 PM,Box Score,Miami Heat,88,Milwaukee Bucks,67,,
1087,7:30 PM,Box Score,Detroit Pistons,98,Philadelphia 76ers,123,,
1088,8:30 PM,Box Score,New Orleans Pelicans,80,San Antonio Spurs,96,,
1089,8:00 PM,Box Score,Atlanta Hawks,97,Washington Wizards,101,,
1090,7:00 PM,Box Score,Chicago Bulls,107,Boston Celtics,102,,
1091,6:00 PM,Box Score,Minnesota Timberwolves,99,Brooklyn Nets,114,,
1092,3:00 PM,Box Score,Indiana Pacers,76,Cleveland Cavaliers,90,,
1093,9:00 PM,Box Score,New York Knicks,89,Golden State Warriors,84,,
1094,9:30 PM,Box Score,Phoenix Suns,99,Los Angeles Lakers,115,,
1095,3:00 PM,Box Score,Utah Jazz,96,Oklahoma City Thunder,116,,
1096,6:00 PM,Box Score,Toronto Raptors,98,Orlando Magic,93,,
1097,9:00 PM,Box Score,Memphis Grizzlies,98,Portland Trail Blazers,105,,
1098,7:30 PM,Box Score,Philadelphia 76ers,95,Atlanta Hawks,103,,
1099,7:00 PM,Box Score,Washington Wizards,94,Charlotte Bobcats,100,,
1100,8:00 PM,Box Score,Boston Celtics,80,Chicago Bulls,94,,
1101,9:00 PM,Box Score,Memphis Grizzlies,94,Denver Nuggets,92,,
1102,7:30 PM,Box Score,Milwaukee Bucks,111,Detroit Pistons,116,,
1103,7:00 PM,Box Score,San Antonio Spurs,103,Indiana Pacers,77,,
1104,7:30 PM,Box Score,Toronto Raptors,83,Miami Heat,93,,
1105,8:00 PM,Box Score,Los Angeles Clippers,114,Minnesota Timberwolves,104,,
1106,8:00 PM,Box Score,Sacramento Kings,102,New Orleans Pelicans,97,,
1107,9:00 PM,Box Score,New York Knicks,92,Utah Jazz,83,,
1108,8:00 PM,Box Score,Houston Rockets,96,Brooklyn Nets,105,,
1109,8:30 PM,Box Score,Golden State Warriors,122,Dallas Mavericks,120,OT,
1110,10:30 PM,Box Score,Portland Trail Blazers,124,Los Angeles Lakers,112,,
1111,7:30 PM,Box Score,Chicago Bulls,105,Atlanta Hawks,92,,
1112,9:00 PM,Box Score,New Orleans Pelicans,107,Denver Nuggets,137,,
1113,7:00 PM,Box Score,Detroit Pistons,94,Indiana Pacers,101,,
1114,7:30 PM,Box Score,Milwaukee Bucks,77,Miami Heat,96,,
1115,8:00 PM,Box Score,Memphis Grizzlies,88,Minnesota Timberwolves,102,,
1116,7:00 PM,Box Score,Brooklyn Nets,81,New York Knicks,110,,
1117,7:00 PM,Box Score,Cleveland Cavaliers,119,Orlando Magic,98,,
1118,7:00 PM,Box Score,Charlotte Bobcats,123,Philadelphia 76ers,93,,
1119,10:00 PM,Box Score,Los Angeles Clippers,112,Phoenix Suns,108,,
1120,10:00 PM,Box Score,Los Angeles Lakers,102,Sacramento Kings,107,,
1121,8:30 PM,Box Score,Golden State Warriors,90,San Antonio Spurs,111,,
1122,7:00 PM,Box Score,Houston Rockets,103,Toronto Raptors,107,,
1123,7:00 PM,Box Score,Boston Celtics,92,Washington Wizards,118,,
1124,10:30 PM,Box Score,Dallas Mavericks,113,Los Angeles Clippers,107,,
1125,8:00 PM,Box Score,San Antonio Spurs,94,Oklahoma City Thunder,106,,
1126,7:30 PM,Box Score,Cleveland Cavaliers,98,Atlanta Hawks,117,,
1127,7:30 PM,Box Score,Philadelphia 76ers,111,Boston Celtics,102,,
1128,7:30 PM,Box Score,Detroit Pistons,104,Brooklyn Nets,116,,
1129,7:00 PM,Box Score,Orlando Magic,80,Charlotte Bobcats,91,,
1130,8:00 PM,Box Score,Milwaukee Bucks,90,Chicago Bulls,102,,
1131,10:30 PM,Box Score,Sacramento Kings,69,Golden State Warriors,102,,
1132,9:30 PM,Box Score,Oklahoma City Thunder,107,Houston Rockets,111,,
1133,10:30 PM,Box Score,Dallas Mavericks,107,Los Angeles Lakers,95,,
1134,7:00 PM,Box Score,Denver Nuggets,92,Memphis Grizzlies,100,,
1135,7:30 PM,Box Score,Minnesota Timberwolves,122,Miami Heat,121,2OT,
1136,7:30 PM,Box Score,Washington Wizards,90,New York Knicks,89,,
1137,10:00 PM,Box Score,Phoenix Suns,109,Portland Trail Blazers,93,,
1138,7:00 PM,Box Score,Indiana Pacers,94,Toronto Raptors,102,,
1139,9:00 PM,Box Score,New Orleans Pelicans,96,Utah Jazz,100,,
1140,7:30 PM,Box Score,Charlotte Bobcats,96,Cleveland Cavaliers,94,OT,
1141,7:30 PM,Box Score,Boston Celtics,111,Detroit Pistons,115,,
1142,8:30 PM,Box Score,Toronto Raptors,102,Milwaukee Bucks,98,,
1143,7:00 PM,Box Score,Minnesota Timberwolves,92,Orlando Magic,100,,
1144,7:30 PM,Box Score,Brooklyn Nets,105,Philadelphia 76ers,101,,
1145,7:00 PM,Box Score,Chicago Bulls,96,Washington Wizards,78,,
1146,9:00 PM,Box Score,Utah Jazz,102,Golden State Warriors,130,,
1147,7:00 PM,Box Score,Denver Nuggets,125,Houston Rockets,130,OT,
1148,6:00 PM,Box Score,Atlanta Hawks,107,Indiana Pacers,88,,
1149,3:30 PM,Box Score,Los Angeles Lakers,97,Los Angeles Clippers,120,,
1150,1:00 PM,Box Score,New York Knicks,91,Miami Heat,102,,
1151,9:00 PM,Box Score,Oklahoma City Thunder,115,Phoenix Suns,122,,
1152,9:00 PM,Box Score,New Orleans Pelicans,94,Portland Trail Blazers,100,,
1153,6:00 PM,Box Score,Dallas Mavericks,93,Sacramento Kings,91,,
1154,7:00 PM,Box Score,Memphis Grizzlies,92,San Antonio Spurs,112,,
1155,7:30 PM,Box Score,Detroit Pistons,102,Atlanta Hawks,95,,
1156,10:30 PM,Box Score,Houston Rockets,145,Los Angeles Lakers,130,,
1157,8:00 PM,Box Score,Brooklyn Nets,88,Miami Heat,87,,
1158,8:00 PM,Box Score,San Antonio Spurs,91,Minnesota Timberwolves,110,,
1159,10:00 PM,Box Score,Oklahoma City Thunder,107,Sacramento Kings,92,,
1160,9:00 PM,Box Score,Dallas Mavericks,95,Utah Jazz,83,,
1161,7:30 PM,Box Score,Boston Celtics,97,Atlanta Hawks,105,,
1162,7:00 PM,Box Score,Detroit Pistons,100,Cleveland Cavaliers,122,,
1163,9:00 PM,Box Score,Houston Rockets,116,Denver Nuggets,123,,
1164,10:30 PM,Box Score,Oklahoma City Thunder,107,Los Angeles Clippers,101,,
1165,8:00 PM,Box Score,Miami Heat,102,Memphis Grizzlies,107,,
1166,8:00 PM,Box Score,Indiana Pacers,104,Milwaukee Bucks,102,,
1167,8:00 PM,Box Score,Chicago Bulls,102,Minnesota Timberwolves,87,,
1168,8:00 PM,Box Score,Phoenix Suns,94,New Orleans Pelicans,88,,
1169,7:00 PM,Box Score,Brooklyn Nets,111,Orlando Magic,115,,
1170,10:00 PM,Box Score,Sacramento Kings,99,Portland Trail Blazers,100,,
1171,7:00 PM,Box Score,Philadelphia 76ers,114,Toronto Raptors,125,,
1172,7:00 PM,Box Score,Charlotte Bobcats,94,Washington Wizards,88,OT,
1173,8:00 PM,Box Score,San Antonio Spurs,109,Dallas Mavericks,100,,
1174,10:30 PM,Box Score,Denver Nuggets,100,Golden State Warriors,99,,
1175,7:30 PM,Box Score,Charlotte Bobcats,103,Boston Celtics,106,,
1176,7:30 PM,Box Score,Atlanta Hawks,93,Brooklyn Nets,88,,
1177,8:00 PM,Box Score,Detroit Pistons,98,Chicago Bulls,106,,
1178,10:30 PM,Box Score,Golden State Warriors,112,Los Angeles Lakers,95,,
1179,8:00 PM,Box Score,Philadelphia 76ers,95,Memphis Grizzlies,117,,
1180,7:30 PM,Box Score,Indiana Pacers,86,Miami Heat,98,,
1181,8:30 PM,Box Score,Cleveland Cavaliers,116,Milwaukee Bucks,119,,
1182,8:00 PM,Box Score,Houston Rockets,110,Minnesota Timberwolves,112,,
1183,8:00 PM,Box Score,New Orleans Pelicans,94,Oklahoma City Thunder,116,,
1184,7:00 PM,Box Score,Washington Wizards,96,Orlando Magic,86,,
1185,8:30 PM,Box Score,Phoenix Suns,104,San Antonio Spurs,112,,
1186,7:00 PM,Box Score,New York Knicks,108,Toronto Raptors,100,,
1187,9:00 PM,Box Score,Portland Trail Blazers,111,Utah Jazz,99,,
1188,7:30 PM,Box Score,Miami Heat,85,Atlanta Hawks,98,,
1189,7:00 PM,Box Score,Philadelphia 76ers,105,Charlotte Bobcats,111,,
1190,7:30 PM,Box Score,Boston Celtics,111,Cleveland Cavaliers,99,,
1191,8:30 PM,Box Score,Phoenix Suns,98,Dallas Mavericks,101,,
1192,9:00 PM,Box Score,Utah Jazz,94,Denver Nuggets,101,,
1193,8:00 PM,Box Score,New Orleans Pelicans,104,Houston Rockets,111,,
1194,3:30 PM,Box Score,Sacramento Kings,101,Los Angeles Clippers,117,,
1195,7:00 PM,Box Score,Milwaukee Bucks,91,Washington Wizards,104,,
1196,6:00 PM,Box Score,Orlando Magic,88,Brooklyn Nets,97,,
1197,3:30 PM,Box Score,Toronto Raptors,116,Detroit Pistons,107,,
1198,1:00 PM,Box Score,Oklahoma City Thunder,97,Indiana Pacers,102,,
1199,9:30 PM,Box Score,Memphis Grizzlies,102,Los Angeles Lakers,90,,
1200,7:30 PM,Box Score,Chicago Bulls,89,New York Knicks,100,,
1201,9:00 PM,Box Score,Golden State Warriors,117,Portland Trail Blazers,119,OT,
1202,9:00 PM,Box Score,Minnesota Timberwolves,103,Sacramento Kings,106,,
1203,7:30 PM,Box Score,Charlotte Bobcats,95,Atlanta Hawks,93,,
1204,8:00 PM,Box Score,Orlando Magic,95,Chicago Bulls,108,,
1205,10:30 PM,Box Score,Minnesota Timberwolves,120,Golden State Warriors,130,,
1206,8:00 PM,Box Score,San Antonio Spurs,98,Houston Rockets,104,,
1207,8:00 PM,Box Score,Oklahoma City Thunder,89,New Orleans Pelicans,101,,
1208,7:00 PM,Box Score,Boston Celtics,108,Philadelphia 76ers,113,,
1209,10:00 PM,Box Score,Memphis Grizzlies,97,Phoenix Suns,91,,
1210,7:00 PM,Box Score,Milwaukee Bucks,100,Toronto Raptors,110,,
1211,9:00 PM,Box Score,Los Angeles Lakers,119,Utah Jazz,104,,
1212,7:00 PM,Box Score,Miami Heat,93,Washington Wizards,114,,
1213,8:00 PM,Box Score,New York Knicks,109,Brooklyn Nets,98,,
1214,10:30 PM,Box Score,Denver Nuggets,105,Los Angeles Clippers,117,,
1215,8:00 PM,Box Score,Washington Wizards,118,Boston Celtics,102,,
1216,7:00 PM,Box Score,Chicago Bulls,86,Charlotte Bobcats,91,OT,
1217,8:00 PM,Box Score,Brooklyn Nets,85,Cleveland Cavaliers,114,,
1218,10:30 PM,Box Score,Golden State Warriors,116,Denver Nuggets,112,,
1219,8:00 PM,Box Score,Dallas Mavericks,105,Memphis Grizzlies,106,OT,
1220,8:00 PM,Box Score,Philadelphia 76ers,100,Miami Heat,87,,
1221,8:00 PM,Box Score,Atlanta Hawks,111,Milwaukee Bucks,103,,
1222,8:00 PM,Box Score,Utah Jazz,136,Minnesota Timberwolves,130,2OT,
1223,8:00 PM,Box Score,Houston Rockets,100,New Orleans Pelicans,105,,
1224,8:00 PM,Box Score,Toronto Raptors,92,New York Knicks,95,,
1225,8:00 PM,Box Score,Detroit Pistons,111,Oklahoma City Thunder,112,,
1226,7:00 PM,Box Score,Indiana Pacers,101,Orlando Magic,86,,
1227,10:30 PM,Box Score,Los Angeles Clippers,104,Portland Trail Blazers,110,,
1228,10:30 PM,Box Score,Phoenix Suns,104,Sacramento Kings,99,,
1229,8:00 PM,Box Score,Los Angeles Lakers,113,San Antonio Spurs,100,,
1230,,,,,,,,
1231,7:00 PM,Box Score,Atlanta Hawks,101,Indiana Pacers,93,,
1232,3:30 PM,Box Score,Golden State Warriors,109,Los Angeles Clippers,105,,
1233,9:43 PM,Box Score,Memphis Grizzlies,86,Oklahoma City Thunder,100,,
1234,12:30 AM,Box Score,Brooklyn Nets,94,Toronto Raptors,87,,
1235,7:00 PM,Box Score,Washington Wizards,102,Chicago Bulls,93,,
1236,9:30 PM,Box Score,Portland Trail Blazers,122,Houston Rockets,120,OT,
1237,3:30 PM,Box Score,Charlotte Bobcats,88,Miami Heat,99,,
1238,1:00 PM,Box Score,Dallas Mavericks,85,San Antonio Spurs,90,,
1239,10:30 PM,Box Score,Golden State Warriors,98,Los Angeles Clippers,138,,
1240,8:00 PM,Box Score,Memphis Grizzlies,111,Oklahoma City Thunder,105,OT,
1241,9:30 PM,Box Score,Washington Wizards,101,Chicago Bulls,99,OT,
1242,7:00 PM,Box Score,Atlanta Hawks,85,Indiana Pacers,101,,
1243,7:30 PM,Box Score,Brooklyn Nets,95,Toronto Raptors,100,,
1244,9:30 PM,Box Score,Portland Trail Blazers,112,Houston Rockets,105,,
1245,7:00 PM,Box Score,Charlotte Bobcats,97,Miami Heat,101,,
1246,8:00 PM,Box Score,Dallas Mavericks,113,San Antonio Spurs,92,,
1247,7:00 PM,Box Score,Indiana Pacers,85,Atlanta Hawks,98,,
1248,10:30 PM,Box Score,Los Angeles Clippers,98,Golden State Warriors,96,,
1249,8:00 PM,Box Score,Oklahoma City Thunder,95,Memphis Grizzlies,98,OT,
1250,7:00 PM,Box Score,Toronto Raptors,98,Brooklyn Nets,102,,
1251,10:30 PM,Box Score,Houston Rockets,121,Portland Trail Blazers,116,OT,
1252,8:00 PM,Box Score,Chicago Bulls,100,Washington Wizards,97,,
1253,2:00 PM,Box Score,Indiana Pacers,91,Atlanta Hawks,88,,
1254,7:00 PM,Box Score,Miami Heat,98,Charlotte Bobcats,85,,
1255,4:30 PM,Box Score,San Antonio Spurs,108,Dallas Mavericks,109,,
1256,9:30 PM,Box Score,Oklahoma City Thunder,92,Memphis Grizzlies,89,OT,
1257,7:00 PM,Box Score,Toronto Raptors,87,Brooklyn Nets,79,,
1258,3:30 PM,Box Score,Los Angeles Clippers,97,Golden State Warriors,118,,
1259,9:30 PM,Box Score,Houston Rockets,120,Portland Trail Blazers,123,OT,
1260,1:00 PM,Box Score,Chicago Bulls,89,Washington Wizards,98,,
1261,7:00 PM,Box Score,Miami Heat,109,Charlotte Bobcats,98,,
1262,9:30 PM,Box Score,San Antonio Spurs,93,Dallas Mavericks,89,,
1263,8:00 PM,Box Score,Atlanta Hawks,107,Indiana Pacers,97,,
1264,8:00 PM,Box Score,Washington Wizards,75,Chicago Bulls,69,,
1265,10:30 PM,Box Score,Golden State Warriors,103,Los Angeles Clippers,113,,
1266,9:00 PM,Box Score,Memphis Grizzlies,100,Oklahoma City Thunder,99,OT,
1267,9:30 PM,Box Score,Portland Trail Blazers,98,Houston Rockets,108,,
1268,7:00 PM,Box Score,Dallas Mavericks,103,San Antonio Spurs,109,,
1269,7:30 PM,Box Score,Brooklyn Nets,113,Toronto Raptors,115,,
1270,7:00 PM,Box Score,Indiana Pacers,95,Atlanta Hawks,88,,
1271,10:30 PM,Box Score,Los Angeles Clippers,99,Golden State Warriors,100,,
1272,8:00 PM,Box Score,Oklahoma City Thunder,104,Memphis Grizzlies,84,,
1273,7:00 PM,Box Score,Toronto Raptors,83,Brooklyn Nets,97,,
1274,8:00 PM,Box Score,San Antonio Spurs,111,Dallas Mavericks,113,,
1275,10:30 PM,Box Score,Houston Rockets,98,Portland Trail Blazers,99,,
1276,5:30 PM,Box Score,Atlanta Hawks,80,Indiana Pacers,92,,
1277,10:30 PM,Box Score,Golden State Warriors,121,Los Angeles Clippers,126,,
1278,8:00 PM,Box Score,Memphis Grizzlies,109,Oklahoma City Thunder,120,,
1279,3:30 PM,Box Score,Dallas Mavericks,96,San Antonio Spurs,119,,
1280,1:00 PM,Box Score,Brooklyn Nets,104,Toronto Raptors,103,,
1281,7:00 PM,Box Score,Washington Wizards,102,Indiana Pacers,96,,
1282,9:42 PM,Box Score,Los Angeles Clippers,122,Oklahoma City Thunder,105,,
1283,7:00 PM,Box Score,Brooklyn Nets,86,Miami Heat,107,,
1284,9:30 PM,Box Score,Portland Trail Blazers,92,San Antonio Spurs,116,,
1285,7:00 PM,Box Score,Washington Wizards,82,Indiana Pacers,86,,
1286,9:30 PM,Box Score,Los Angeles Clippers,101,Oklahoma City Thunder,112,,
1287,7:00 PM,Box Score,Brooklyn Nets,82,Miami Heat,94,,
1288,9:30 PM,Box Score,Portland Trail Blazers,97,San Antonio Spurs,114,,
1289,10:30 PM,Box Score,Oklahoma City Thunder,118,Los Angeles Clippers,112,,
1290,8:00 PM,Box Score,Indiana Pacers,85,Washington Wizards,63,,
1291,8:00 PM,Box Score,Miami Heat,90,Brooklyn Nets,104,,
1292,10:30 PM,Box Score,San Antonio Spurs,118,Portland Trail Blazers,103,,
1293,3:30 PM,Box Score,Oklahoma City Thunder,99,Los Angeles Clippers,101,,
1294,8:00 PM,Box Score,Indiana Pacers,95,Washington Wizards,92,,
1295,8:00 PM,Box Score,Miami Heat,102,Brooklyn Nets,96,,
1296,10:30 PM,Box Score,San Antonio Spurs,92,Portland Trail Blazers,103,,
1297,7:00 PM,Box Score,Washington Wizards,102,Indiana Pacers,79,,
1298,9:30 PM,Box Score,Los Angeles Clippers,104,Oklahoma City Thunder,105,,
1299,7:00 PM,Box Score,Brooklyn Nets,94,Miami Heat,96,,
1300,9:30 PM,Box Score,Portland Trail Blazers,82,San Antonio Spurs,104,,
1301,10:30 PM,Box Score,Oklahoma City Thunder,104,Los Angeles Clippers,98,,
1302,8:00 PM,Box Score,Indiana Pacers,93,Washington Wizards,80,,
1303,3:30 PM,Box Score,Miami Heat,96,Indiana Pacers,107,,
1304,9:00 PM,Box Score,Oklahoma City Thunder,105,San Antonio Spurs,122,,
1305,8:30 PM,Box Score,Miami Heat,87,Indiana Pacers,83,,
1306,9:00 PM,Box Score,Oklahoma City Thunder,77,San Antonio Spurs,112,,
1307,8:30 PM,Box Score,Indiana Pacers,87,Miami Heat,99,,
1308,8:30 PM,Box Score,San Antonio Spurs,97,Oklahoma City Thunder,106,,
1309,8:30 PM,Box Score,Indiana Pacers,90,Miami Heat,102,,
1310,9:00 PM,Box Score,San Antonio Spurs,92,Oklahoma City Thunder,105,,
1311,8:30 PM,Box Score,Miami Heat,90,Indiana Pacers,93,,
1312,9:00 PM,Box Score,Oklahoma City Thunder,89,San Antonio Spurs,117,,
1313,8:30 PM,Box Score,Indiana Pacers,92,Miami Heat,117,,
1314,8:30 PM,Box Score,San Antonio Spurs,112,Oklahoma City Thunder,107,OT,
1315,9:00 PM,Box Score,Miami Heat,95,San Antonio Spurs,110,,
1316,8:00 PM,Box Score,Miami Heat,98,San Antonio Spurs,96,,
1317,9:00 PM,Box Score,San Antonio Spurs,111,Miami Heat,92,,
1318,9:00 PM,Box Score,San Antonio Spurs,107,Miami Heat,86,,
1319,8:00 PM,Box Score,Miami Heat,87,San Antonio Spurs,104,,
